,Komentar,Sentimen
1191,diksi yang digunakan cukup menyayat hati ribuan mahasiswa pendidikan kenapa harus marketplace sih pak apaapaan dengan inovasi bapak membuka marketplace guru spd semakin dianggap sepele remeh spd gelar yang seakanakan paling rendah kastanya makasih pak menteri,Negatif
1192,organisasi guru di bekasi nilai diksi marketplace guru tidak tepat ,Negatif
1193,knp ya pada g setuju yg marketplace jadi guru bukannya biar kualifikasi seorang guru itu lebih jelas kenapa gaji guru kecil soalnya guru itu gada kualifikasi nya semua nya bisa jadi guru ak si setuju soalnya semua murid berhak dapet guru yg kualitas nya bagus,Positif
1194,marketplace marketplace urusin dulu tuh yang jt pengangkatan guru honor ,Negatif
1196,jd guru skrg tuh tersedia dan bisa co di sopi dan tokped miris bgtttt marketplace guru dikira barang jualan kali ah,Negatif
1197,marketplace guru yg gimanalagi ini koo makn makin bingung yaa dahlah fokus sama anak anak aja,Negatif
1198,marketplace guru itu gila,Negatif
1199,pake segala ada marketplace guru hemm,Negatif
1200,guru mau dijadiin di marketplace yaelah pak iya tau bapak pebisnis tapi jgn disamain ke guru dong pak,Negatif
1201,yaampun skrg mendikbud makin dahh marketplace guru kaya apa jir,Negatif
1202,cpns guru dihapus honorer mau dihapus trs sekarang marketplace guru anjirrrr,Negatif
1204,that marketplace guru i mean kayak gimana ya ,Negatif
1205,jujur gw setuju sama kebijakan marketplace buat guru jadi bisa bikin guru gak seenaknya ke murid kalo emang ada guru yang males ngajar ya tinggal dikasih rating jelek aja inovasi emang kejam kok mau gak mau ya harus maju gabisa stuck disitusitu aja,Positif
1206,orangorang baru sadar gak suka sama mnteri penddikan karna marketplace guru padahal dari dulu mnteri ini udah banyak penyimpangannya ,Negatif
1207,idupku makin engap denger pak nadim bikin marketplace guru,Negatif
1208,bajingan kebijakan apaan marketplace guru kekk wht the fak men gelo bener dah ni mentrinya ah shibal,Negatif
1209,ms denger kata marketplace langsung dikaitkan sm human trafficking yang gue tangkap tuh dia coba bikin media buat sekolahsekolah yang lg butuh guru agar bs nyari guru sesuai kebutuhan kok human trafficking sih ini kan konsepnya ga jauh beda sama linkedin ga sih,Positif
1210,marketplace guru are u kidding me,Negatif
1211,buysell hay token with fiat currency on pear  marketplace and earn pex reward after successful trading trade now  ,Positif
1213,lawak guru sudah kayak barang saja sampai mau dibuatkan marketplace wkwkwk,Negatif
1214,marketplace guru nih beneran bikin lulusan spd makin gamau cari kerja sesuai jurusannya mending switch karir byeee,Negatif
1215,marketplace guru capekkk bgt jangan lupa checkout dehhh,Negatif
1216,baru mikir seminar eh disuruh mikir marketplace guru mau spd kok gini bgt,Negatif
1217,ppg prajab ga konsisten pendaftar tgl  mei ssui edaran eh medsos e kasi info tgl  mei  entah apapun yg terjadi dg guru yg akan d marketplace kan aku akan terus berusaha mencari kesejahteraanku ga mau pusing mikir masa depan hadapi dlu yg di dpn mata,Negatif
1218,marketplace gurureally ga ada bahasa lain gitu pak,Negatif
1219,dokter ada marketplace nya guru ga boleh ada memang guru ni semacam tuhan atau apa ya berasa suci kali kalian ini,Positif
1221,setuju pol ngapain ada marketplace coba makin gaada yg minat jadi guru nnt lulusan spd ini wkwk ,Negatif
1223,abis baca soal marketplace guru,Positif
1224,lets talk about marketplace guru,Positif
1225,gue sbg anak pendidikan ga setuju bgt krn apa ya kalo begini mah malah memfasilitasi kecurangan dlm hal perekrutan guru oleh kepsek pake jalur ordal gue mah ga setuju sama sekali dgn sistem marketplace ini seolah olah guru ni kyk barang yg di checkout gt,Negatif
1226,lagi overthinking skripsian tambah ada berita guru marketplace tambah overthinking  ,Negatif
1227,ya allah lagi capek²nya ngerjain skripsi ehh malah ada marketplace guru jadi kaya barang gini ya manusia ,Negatif
1228,marketplace guru bahkan guru aja sampe dibuat marketplace gak ngerti lagii,Negatif
1230,bacain tentang marketplace guru sebentar terdiam jujur kalau bahas nadim saya sedikit subjektif karna pribadi kagum sama sosoknya sejujurnya siapapun mentrinya saya percaya tujuannya pasti baik untuk kita tapi prealisasian kadang memang ga berjalan lurus sama tujuan,Positif
1231,minta kesejahteraan guru lebih diperhatikan trs bikin marketplace jd guru skrng barang ta bukan jasa,Negatif
1232,marketplace guru sedih kali melihat dunia pendidikan di negara tercinta ini,Negatif
1233,padahal dari dulu permasalahan utamanya ada di gaji tapi justru masalah itu hampir ga pernah diurus sama pemerintah pusat mau pake sistem ppg pk marketplace guru kalo problem utamanya diabaikan ya ga bakal kelar ini masalah,Negatif
1236,marketplace guru semoga gajinya ga kyk paylater yah,Positif
1237,sumpah mending ganti mntri aja kurikulum bljr di acak mbkm lah ini apaan anjir marketplace guru,Negatif
1238,berarti marketplace ini bisa milih guru ya terus daerah tertinggal gimana ya nasibnya,Positif
1239,fyp semua ttg dunia pendidikan khususnya marketplace guru dahh gonta ganti kebijakan ae mas menteri gojek ini hmmm,Negatif
1240,marketplace guru meresahkan,Negatif
1241,barubaru ini dunia pendidikan dihebobkan dengan isu market place guru banyak yang protes bahkan sampai bawabawa latar belakang pak nadiem yang jadi pertanyaan adalah why kalian segitunya kah gak suka dikoreksi gini ya kalau seandainya marketplace ini penilaiannya,Negatif
1242,that marketplace  mau jualan guru pa gmn,Negatif
1243,melalui marketplace ini juga diharapkan guru mendapatkan pendapatan yg sesuai dengan peraturan yg diberlakukan oleh uu aku sebagai anak jurusan pendidikan gimana sistem ini diberlangsungkan karena bener bikin heboh dan ha ho ha ho  harus liat dari beberapa sudut pandang ,Positif
1244,marketplace guru semakin yakin gamau jadri guru please semoga bisa jadi wanita karir sampe jadi direktur perusahaan ,Negatif
1245,yg benerbener membutuhkan guru profesional bisa cari lewat marketplace tsb sehingga kualitas pendidikan di sekolah bisa lebih berkembang cuma ini rawan kkn alias orang dalem buat direq ngajar di sekolah ,Positif
1246,sempat baca beberapa referensi marketplace guru ibaratkan seperti linkedin dimana bakalan ada ket guru ini dari lulusan mana kemampuan keahlian dan pengalaman yg dimiliki guru tsb sekolah yg membutuhkan guru bisa nyari melalui marketplace otomatis sekolah ,Positif
1248,ketika model ecommerce diimplementasikan ke dunia pendidikan marketplace seakan kedudukan guru kurang terhormat seperti halnya barang dagangan dan mendegradasi nilainilai guru,Negatif
1249,bang liat nadim makarim ngak kok bodoh banget programnya merendahkan para guru yg bener iklas mendidik bangsa katanya mentri kosa kata aja blepotan jgn jadi mentri jalur dalam bukan dr marketplace,Negatif
1250,kocak ya marketplace guru,Negatif
1251,pak  plis jgm hanya kampanye tolong kami guru honorer jtg keberatan dg adanya marketplace kasihan guru honorer yg sudah lama tetapi blum pernah dipangil untk cpnsppg kasian jg adik kita yg masih kuliah kalau sistemya sprti itu akan banyak yg jd pengangguran,Negatif
1252,pak ganjar tolong dong kasih tau sama mentri kemendikbud nadim makarim kalau ngk punya solusi untuk guru honorer tdk usah sok kompeten cari solusi kami honorer lawas sakit hati denger orogram marketplace yg skrg sdg bnyk dibicarakan kami sakit hati pak,Negatif
1253,akar permasalahannya apa solusinya apa malah menyediakan marketplace guru edan bener,Negatif
1254,untuk jadi guru aja bnyak banget drama nya ya marketplace ga tu hahaha,Negatif
1255,apa lagi neh marketplace guru,Negatif
1256,emang tujuan kebijakan pak nadiem ini bagus tapi alangkah baiknya menggunakan istilah yang lebih ngarah ke pendidikan kalo pake istilah marketplace kayak guru disamain sama barang dagangan ,Positif
1257,euy kumaha pendapat maraneh tentang marketplace guru,Positif
1259,gabisa ikut ppg prajab karena sudah tercantum di dapodik gak bisa ikut daljab karena nuptk ga keluar gabisa ngikut antre co di marketplace guru honorer ikutan flazhsale bulan gaji cair ,Negatif
1260,marketplace guru  wkwk,Negatif
1261,idenya bagus tapi diksi marketplacenya agak ganggu tp kalo salah satu niatnya udh pemerataan persebaran guru sih selama gaji guru kecil ya it still doesnt work,Positif
1262,marketplace guru isi nya hp second semua,Negatif
1263,marketplace guru  guru pjok ready stock bapak ibu matematika lagi sold out mungkin nunggu minggu lagi baru ada karepe pie to mas mentriiii jane,Negatif
1264,tentang marketpalce guru guru kok diibaratkan barang aja di indonesia memang seorang guru banyak tuntutan pengalaman sendiri sudah mengajar th mo asn ga ada mo pk ga masuk dapodik pksertifikasi kemenag susah sekarang malah ad marketplace yah intinya ikhlas beramal  ,Negatif
1265,atau kedepannya bisa juga marketplace murid pak maybe marketplace guru akan bisa berjalan efektif kalau tidak di negara yang apaapa orang dalam capek pak denger orang dalam semacamnya  semoga dunia pendidikan masih ada harapan semangat terus bapak ibuk guru ,Negatif
1266,pgri sebut kalau sistem tidak diperkuat marketplace justru akan berbahaya untuk guru ,Negatif
1267, guru dipilih via marketplace bagaimana nasib mereka yang tidak memenuhi kualifikasi sedangkan sudah lama mengabdi ya inilah sisi jahat inovasi akan ada yang dirugikan solusinya hanya diberikan kebijakan pengecualian selebihnya harus bisa mengikuti ,Negatif
1268,ini apalagi ini guru marketplace  semoga allah memudahkan apapun kebijakannya ,Negatif
1269,marketplace guru nunggu di co sekolahan,Negatif
1270,marketplace guru  guru itu manusia yang sangat berarti bagi kita semua tolong perlakukan mereka juga dengan baik sebagai siswa saya tidak terima,Negatif
1271,marketplace guru apa lagi ini ,Negatif
1273,mekanisme rekrutmen guru jalur marketplace  ,Negatif
1274,guru sd ready banyak di marketplace bisa dicheckout sekarang ya kak palinggggg wkwkwkwk,Negatif
1275,kenapakah ga buka platform macam jobstreet utk guru jd sekolah yg up info lowongan di situ guru apply it makes more sense yg aku khawatirkan posisi tawar guru jadi sangat lemah dg mekanisme marketplace ini,Negatif
1276,persiapan untuk promosi di marketplace guru siap di co di tanggal kembar jangan lupa voucher free ongnya kak ,Negatif
1277,sebenernya secara sistem gue mengerti ini modelnya kayak ru gitu cuma ya cukup sedih juga pakai istilah marketplace kayak guru tuh dah ga berasa mulia lagi tapi nilainya jualbeli,Negatif
1278,ini marketplace sistem apalagi sii kek ribet bener mau jadi guru aja,Negatif
1279,apa apaan sih marketplace guru,Negatif
1280,marketplace marketplace tai kuda mana sing mlebu marketplace cuma p karo lulusan prajab guru honorer kro guru serdik daljab melune flashsale ,Negatif
1281, tidak ada honor guru honorer th  ada marketplace guru lalu selama tahun  guru honorer makan apa tugas ngajar masih terus berjalan pada saat gubernur bung heryawan para guru di sekolah sma terbuka dapat perhatian siapa ya pemangku kebijakan ,Negatif
1282,kebayang gakklw siswanya bilang ada guru baru di sekolahkatanya jadi asn jalur marketplaceemang guru bisa dibeli yah,Negatif
1283,ini untung menteri kesehatan ga buat marketplace dokter ya buat yg untuk guru aja banyak yang protes katanya merendahkan padahal samasama jasa yang dijual,Positif
1285,what do you think about marketplace guru menteri pendidikan basicnya pembisnis jdi tenaga pendidik pun dijadikan bisnisseharusnya yg jdi menteri pendidikan tenaga pendidik jga ga sih biar paham gimana rasanya jdi guru di indonesia marketplace guru  mempermudah kkn wkwkwk ,Negatif
1286,marketplace guru guru yang udah ppg pppk dan gp termasuk grade a yang belum grade b semakin tinggi grade semakin mahal harganya ,Negatif
1287,gw blm jadi guru tp udah sedih bgt makin kesini mau jd guru ribet bgt prosesnya harus ppg blm lg skarang ada marketplace guru gaji ga memper tp prosesnya dipersulit tolong periode selanjutnya pilih menteri yg emang keahliannya sesuai bidangnya,Negatif
1289,marketplace guru ni apalagi si ya allah makin ragu ambil ppg jadinya kan,Negatif
1291,sakit hati banget masa guru mau diyaruh di marketplace yg bisa di check out sama pihak sekolah ,Negatif
1292,buka tiktok sedih ih fyp lagi tentang marketplace khusus guru knp ribet banget sih yaa jadi guruu yaallah panjang umur buat yang masih pertahankan jd guru dan calon guru,Negatif
1293,sesedih itu denger marketplace guru ,Negatif
1294,wah bakal ada marketplace guru wkwkwk order guru lewat aplikasi gitu ya,Negatif
1295,dr kemaren ngetawain marketplace guru bukan ketawa seneng tapi miris wkw,Negatif
1296,blm selesai mikir beban ppg prajab malah ketambahan marketplace guru,Negatif
1297,lulus lulus kok marketplace guru,Negatif
1298,aku arep gawe akun seller neng marketplace guru ah katalogku spek unggul kabeh jelas payu  siap ya takdol kabeh,Negatif
1299,guru honorer yg lulus seleksiidk maksudnya apa jadi clarify mebisa masuk ke database itu untuk direkrut oleh sekolah setelah itu dia otomatis bakal jadi asn dan penggajiannya perbulan bakal ngikutin pp jadi dana marketplace itu mungkin cuma untuk check outnya aja ,Positif
1300,marketplace guru  yang lama kaga di checkout dapet diskon ,Negatif
1301,apa lagi ini marketplace guru hadeehhh,Negatif
1302,hmmm agak membingungkan solusi dari pak menterinya bagi pandangan awam saya pendidikan itu sistem yg bergerak seperti siklus marketplace guru ini solusi utk masalah yg mana ya,Negatif
1303,apasih pusing bgt sama negara konoha ini pendidikan mau dibuat gimanasih guru pake marketplace lah ntr lagi bisa cod,Negatif
1304,gaes udah dengar marketplace guru ga,Negatif
1306,maaf mau tanya dan minta kejelasan terkait marketplace guru mas jika guru ppg dalam jabatan tidak boleh ikut serta lantas kenapa pemerintah mengadakannya sedangkan yg pra itu bisa dibilang belum punya pengalaman kerja saya harap angan tidak ada kesenjangan,Positif
1308,nadime blunder mulu pake segala istilah marketplace guru emang barang dagangan kalii,Negatif
1309,catatan tambahan   seleksi guru cuma bisa dilakukan via marketplace di luar itu ya ilegal  gaji u guru diberikan sesuai data di marketplace u memastikan gaji yg diterima sesuai  terkait pinalti utk pengabdian ppg prajab blm jelas sih krn apa  c,Positif
1310,marketplace untuk guru ini becanda ga si wkkwk,Negatif
1311,marketplace guru aku kalo mau jadi guru nunggu di checkout sekolah ,Negatif
1312,baru  jam dengerin wkwkwk lama jg gak terasa marketplace guru ini mulai  jd ini sistem ibaratkan talent pool yg bisa masuk honorer yg sdh passing grade pk dan lulusan ppg prajab real time recruitment biar gak ada lg sklh² rekrut honorer klo ada kekurangan guru c,Positif
1313,komen paling relate soal marketplace guru  ,Negatif
1314,kalo orang yang bener kompeten terus pengen ngajar better cari ke luar negri ga si  kek udah gada harapan disini mah apalagi peraturan baru yg guru bakal bisa di check out di marketplace guru ya ampun guru udah kek barang dagangan aja asli ilang marwahnya kalo gtu ,Negatif
1315,lagi nganggur sore ini ayok semua dengerin paparan ini terkait marketplace guru hahahahaha  jam lebih coooyyy ,Negatif
1316,guru sebatas item di marketplace,Negatif
1317,ini kenapa nasib guru jadi terombangambing gini si  mana mau ada marketplace nya lagi,Negatif
1318,apakah ini hasil kerjaan tim bayangan ide marketplace ini terlalu tinggi minimal punya dasar quantum learning n talim mutalim lah tujuannya mungkin kaya ruang guru gitu kali yah entahlah,Negatif
1319,marketplace guru bisakah atasi ketimpangan guru di indonesia  ,Negatif
1320,pj gubernur dki heru budi sebut marketplace untuk guru sangat bagus dan sesuai aturan ,Positif
1321,ini gimana masa ya guru dimasukan marketplace menunggu dicekout oleh sekolah yg membutuhkan bisa cod g ya ,Negatif
